playerId,playerName,position,team,gp,points_ratio,plusMinus_ratio,shg_ratio,faceoffPctg_ratio,blocks_ratio,hits_ratio,pim_ratio
8474641,Adam Henrique,F,"ANA,EDM",82,0.34730268411187415,0.052155961478758874,0.02113067926853336,0.004185923395243078,0.49139026184895446,0.5445400496854059,0.1909636077067797
8480789,Oliver Wahlstrom,F,NYI,32,0.1281164404911095,-0.09042800287058986,0.0,0.009905699479360715,0.3653667407662328,0.5280765236435941,0.15047207654837882
8480796,Martin Fehérváry,D,WSH,66,0.1696995669405539,-0.04699507033937967,0.0,0.0,0.6737720573607072,0.8834903228420624,0.1969522296101793
8480797,Joel Farabee,F,PHI,82,0.35277664619340426,-0.07095388703757358,0.0,0.0031909363405899075,0.3267522732661066,0.4133093518791114,0.1503599280549274
8480798,Philipp Kurashev,F,CHI,75,0.3876631524972784,-0.26262090032094754,0.0,0.0042293629913370216,0.37536006336188094,0.22456447308939553,0.1606576370872508
8480800,Quinn Hughes,D,VAN,82,0.537746816902469,0.18850832660751465,0.0,0.0,0.3613503899370572,0.21934873556187234,0.21664475318301374
8480801,Brady Tkachuk,F,OTT,81,0.4576461930147701,0.005141883170586743,0.0,0.004069006971720199,0.2613949424732963,1.0020913023599627,0.3530591711450174
8480802,Ryan McLeod,F,EDM,81,0.2187787088688731,0.05718808466900186,0.0,0.004081305152380235,0.25512398250963986,0.4091682734395797,0.08334223888269024
8480803,Evan Bouchard,D,EDM,81,0.5193504560075868,0.164834328422163,0.0,0.0,0.6126052633092485,0.42824261828111504,0.2128512348031695
8480806,Isac Lundestrom,F,ANA,46,0.15747192648915037,-0.010699103249804913,0.018972378593674857,0.006519223420663367,0.3267987033878324,0.4740334850287511,0.0336607356766542
8480807,Mattias Samuelsson,D,BUF,41,0.12405354099529411,0.04271232382897428,0.0,0.0,0.703909695919607,0.9164854705600715,0.3284588023394512
8482858,Ryker Evans,D,SEA,36,0.1674473454192766,-0.06507966745535315,0.0,0.0,0.5357508034270194,0.6833030479318789,0.2760839478607472
