assists,evGoals,evPoints,faceoffWinPct,gameWinningGoals,gamesPlayed,goals,lastName,otGoals,penaltyMinutes,playerId,plusMinus,points,pointsPerGame,positionCode,ppGoals,ppPoints,seasonId,shGoals,shPoints,shootingPct,shootsCatches,shots,skaterFullName,teamAbbrevs,timeOnIcePerGame,hits,blockedShots,points_sd,plusMinus_sd,shg_sd,faceoffPctg_sd,blocks_sd,hits_sd,pim_sd,position,points_avg,plusMinus_avg,shg_avg,blocks_avg,hits_avg,pim_avg,faceoffPctg_avg,faceoffWins,faceoff_avg,faceoff_sd,fights,playerName,team,gp,points_ratio,plusMinus_ratio,shg_ratio,faceoffPctg_ratio,blocks_ratio,hits_ratio,pim_ratio,faceoff_ratio,fights_ratio
26,13,31,0.54117,7,82,20,Hayton,0,45,8480849,-6,46,0.56097,C,7,15,20242025,0,0,0.12903,L,155,Barrett Hayton,UTA,966.0853,31,44,0.797825718721762,1.2374293555088602,0.0,0.5459340957039688,0.684232201907587,0.5975609756097563,1.83563931193514,F,0.5609756097560976,-0.07317073170731707,0.0,0.5365853658536586,0.3780487804878049,0.5487804878048781,0.006599634146341464,577,6.709302325581397,3.3579696214180808,1,Barrett Hayton,UTA,82,0.3120300282248416,-0.03270303552921598,0.0,0.004269026839294985,0.31859346071516376,0.23664122137404578,0.19352972202602559,1.539547750082341,0.012195121951219513
23,6,26,0,0,82,6,Burns,0,28,8470613,7,29,0.35365,D,0,3,20242025,0,0,0.03448,R,174,Brent Burns,CAR,1257.3414,11,98,0.5710911938521024,1.4914489559157966,0.0,0.0,1.0410949253860016,0.3748884426570584,0.8147947848043944,D,0.35365853658536583,0.08536585365853659,0.0,1.1951219512195121,0.13414634146341464,0.34146341463414637,0.0,0,0.0,0.0,0,Brent Burns,CAR,82,0.22510376098426413,0.03426353706980048,0.0,0.0,0.585529823407648,0.0975688916288862,0.188155386765094,0.0,0.0
2,0,2,0.53333,0,32,0,Martin,0,10,8474709,-5,2,0.0625,L,0,0,20242025,0,0,0.0,L,17,Matt Martin,NYI,512.9375,82,19,0.24206145913796356,0.7948810838735565,0.0,0.4635311734767515,0.6051536478449089,1.5194057226429023,1.2103072956898178,F,0.0625,-0.15625,0.0,0.59375,2.5625,0.3125,0.0166665625,9,0.2647058823529412,0.44117647058823534,14,Matt Martin,NYI,32,0.05031957117756259,-0.08705312090246937,0.0,0.011387910829673045,0.36990228368304373,1.0171049374738623,0.14138305592592793,0.1836734693877551,0.4375
14,12,24,0.49891,1,82,13,McBain,0,78,8480855,8,27,0.32926,C,1,3,20242025,0,0,0.14444,L,90,Jack McBain,UTA,814.378,291,50,0.5642797707931354,0.8918295267698643,0.0,0.5394569957008574,0.8227867216308785,1.875076837608621,2.3420984911096934,F,0.32926829268292684,0.0975609756097561,0.0,0.6097560975609756,3.548780487804878,0.9512195121951219,0.006084268292682927,248,2.8837209302325575,2.6122190720266167,16,Jack McBain,UTA,82,0.21049194577001926,0.05156964421436695,0.0,0.003952217119201168,0.3345186193892264,1.2343254418051024,0.284617438631883,0.7983239312821249,0.1951219512195122
5,3,8,0.33333,0,39,4,Atkinson,0,11,8474715,-4,9,0.23076,R,1,1,20242025,0,0,0.0851,R,47,Cam Atkinson,TBL,539.5641,15,10,0.4783271309276316,1.0572065706711948,0.0,0.15898355823032131,0.43665093245965136,0.8043275457106726,1.1755788088561692,F,0.23076923076923078,-0.10256410256410256,0.0,0.2564102564102564,0.38461538461538464,0.28205128205128205,0.008546923076923077,3,0.07142857142857144,0.25753937681885636,2,Cam Atkinson,TBL,39,0.15610160020835578,-0.04985600572461689,0.0,0.007374498987693639,0.17847777119474895,0.2131627295330659,0.1296442495684967,0.05680026625429515,0.05128205128205128
25,6,23,0,3,66,7,Spurgeon,1,14,8474716,8,32,0.48484,D,1,9,20242025,0,0,0.06542,R,107,Jared Spurgeon,MIN,1227.0606,53,119,0.6796261058183577,1.2494259471568665,0.0,0.0,1.4793497442283192,0.908206640645195,0.6158303464515632,D,0.48484848484848486,0.12121212121212122,0.0,1.803030303030303,0.803030303030303,0.21212121212121213,0.0,0,0.0,0.0,0,Jared Spurgeon,MIN,66,0.2886645326414798,0.05388580200442951,0.0,0.0,0.7272190247574305,0.42082984406698515,0.13127690823918484,0.0,0.0
11,15,23,0.51515,4,81,19,Perry,0,61,8470621,12,30,0.37037,R,4,7,20242025,0,0,0.19,R,100,Corey Perry,EDM,716.2222,36,26,0.5761610809668168,0.9700593224969478,0.0,0.4276331645043587,0.6050642348070545,0.7370277311900892,2.0216779743662947,F,0.37037037037037035,0.14814814814814814,0.0,0.32098765432098764,0.4444444444444444,0.7530864197530864,0.006359876543209877,17,0.15887850467289721,0.41354480167920715,20,Corey Perry,EDM,81,0.2349825629136746,0.07519984117045676,0.0,0.0044548394512941136,0.19998430427899586,0.255864910193427,0.2492278879952532,0.11239721902281342,0.24691358024691357
17,2,19,0,0,73,3,Bahl,0,35,8480860,-6,20,0.27397,D,1,1,20242025,0,0,0.03658,L,82,Kevin Bahl,CGY,1283.2328,109,116,0.4459950848246496,1.2135471008411016,0.0,0.0,1.3832225272728043,1.3560951967961181,1.462870035530138,D,0.273972602739726,-0.0821917808219178,0.0,1.5890410958904109,1.4931506849315068,0.4794520547945205,0.0,0,0.0,0.0,5,Kevin Bahl,CGY,73,0.1894699405378336,-0.037131254532910836,0.0,0.0,0.6667615288568123,0.6337395394557629,0.1946720890172012,0.0,0.0684931506849315
25,9,32,0.43478,1,77,10,Tsyplakov,0,39,8484958,4,35,0.45454,R,1,3,20242025,0,0,0.0862,L,116,Maxim Tsyplakov,NYI,898.0259,140,40,0.6555547773570889,1.1831731920966624,0.0,0.3254659914572911,0.7995191673569549,1.7634623022955362,1.0272062303005294,F,0.45454545454545453,0.05194805194805195,0.0,0.5194805194805194,1.8181818181818181,0.5064935064935064,0.005646493506493507,10,0.1219512195121952,0.3625870426175245,1,Maxim Tsyplakov,NYI,77,0.2745577861646392,0.023794746168609007,0.0,0.00426000632448173,0.288677402777269,0.657936175453344,0.24984804156724585,0.08949976456397778,0.012987012987012988
29,9,26,0,1,71,10,Dobson,0,28,8480865,-16,39,0.54929,D,1,12,20242025,0,1,0.05102,R,196,Noah Dobson,NYI,1396.338,57,126,0.7275026236701382,1.3758191731268403,0.0,0.0,1.4457044980683196,0.9287234660188474,0.8636456178454022,D,0.5492957746478874,-0.22535211267605634,0.0,1.7746478873239437,0.8028169014084507,0.39436619718309857,0.0,0,0.0,0.0,0,Noah Dobson,NYI,71,0.31797102193737325,-0.09485238406400605,0.0,0.0,0.7256182783838384,0.4162426161929663,0.21161007940932094,0.0,0.0
