playerId,playerName,position,team,gp,points_ratio,plusMinus_ratio,shg_ratio,faceoffPctg_ratio,blocks_ratio,hits_ratio,pim_ratio
8481580,Connor McMichael,F,WSH,6,0.0,0.0,0.0,0.0790056993642588,0.2360679774997897,0.22654091966098638,0.2910303307583679
8481581,Thomas Harley,D,DAL,6,0.22654091966098638,0.4391679949039257,0.0,0.0,0.6332495807107996,0.1214171620161358,0.19098300562505255
8481582,Nicholas Robertson,F,TOR,15,0.208818210000029,0.0823939784820762,0.0,0.03481867858901711,0.25846428082073414,0.5050538006462949,0.0
8479543,Michael Pezzetta,F,MTL,63,0.1530835444313016,-0.033618490974306005,0.0,0.004982719781713619,0.2758003316223498,1.170612809008128,0.3976514778667722
8477488,Brett Pesce,D,CAR,82,0.22381637954409306,0.05664242849315161,0.0,0.0,0.6618919756418763,0.2739975122183416,0.21328993551347566
8477492,Nathan MacKinnon,F,COL,71,0.708320103134038,0.1425279494460963,0.0,0.004337767308449046,0.31295111207132575,0.3867330457979763,0.21730907576362343
8477493,Aleksander Barkov,F,FLA,68,0.5603855403918876,0.05754622574256371,0.013125882648261476,0.0052124207343869485,0.3992339385113322,0.3848663250249699,0.0743508383600873
8479542,Brandon Hagel,F,TBL,81,0.40747263810506706,0.11316810610969881,0.011117995384971583,0.002742689142999595,0.37843345070022216,0.44960925787131106,0.2771476435954569
8477495,Seth Jones,D,CHI,72,0.2944539666187183,-0.20958936727818914,0.0,0.0,0.7375356537563196,0.5956319139227771,0.20869628449300986
8477494,Jonathan Drouin,F,MTL,58,0.2859492805453957,-0.1406564029285803,0.0,0.005288709264986143,0.24155708588544414,0.2898276056431603,0.17109990499398925
8477496,Elias Lindholm,F,CGY,80,0.42105263157894735,0.033746596890988384,0.011250087894745202,0.0044599719830545215,0.3314507849393694,0.540919097506341,0.10621563632094651
8477499,Rasmus Ristolainen,D,PHI,74,0.17693095854308577,-0.024131192901678943,0.012114750371031364,0.0,0.8154363144658111,0.874336183445809,0.2371667147952605
8477498,Darnell Nurse,D,EDM,82,0.32189271357052024,0.13536540882973638,0.02113067926853336,0.0,0.8086230517564925,0.7510590554653475,0.33047575284304026
8477497,Sean Monahan,F,MTL,25,0.42118520455647135,-0.09544511501033223,0.0,0.014409937032892835,0.1982048021442218,0.24502964531088275,0.21209447296862088
8481596,Shane Pinto,F,OTT,82,0.2692955248180864,-0.11763084207002711,0.0,0.004158548308015128,0.3130621260273091,0.4447322036598816,0.12921176968127995
8477501,Valeri Nichushkin,F,COL,53,0.4607382262642382,0.12754396945991625,0.01660823266197752,0.0,0.38976699172263507,0.5360950926989598,0.029663817684078466
8481598,Philip Broberg,D,EDM,46,0.12139651747845394,0.05954019740169646,0.0,0.0,0.40810715019631216,0.30609366456183024,0.033660735676654195
8477505,Alexander Wennberg,F,SEA,82,0.27514889789036867,-0.03728180285099142,0.0,0.0038015287780803018,0.3985185780427065,0.3112523202702238,0.13190212428446868
8477506,Ryan Pulock,D,NYI,82,0.19314802084215008,0.050807431509688215,0.0,0.0,0.6877456382060396,0.7034722694413439,0.10952409228074882
8477507,Nikita Zadorov,D,CGY,82,0.16427211822307358,0.05300060744148773,0.0,0.0,0.42545589187122107,0.7799343084075031,0.3239065097155456
8477503,Max Domi,F,"CHI,DAL",80,0.3711554412398731,-0.08756760597232256,0.0,0.004327313411643984,0.19868839809758984,0.1834098019068943,0.25337508880044685
8477504,Josh Morrissey,D,WPG,78,0.5039751073301098,0.009489673171959917,0.0,0.0,0.7127667218681775,0.5542086225567505,0.21633452463154626
8475455,Brenden Dillon,D,WPG,82,0.18399999999999997,0.01075157665603845,0.0,0.0,0.6019164495734357,0.9427168747284118,0.2894634899058401
8481601,Simon Holmstrom,F,NYI,50,0.12559937447101455,-0.039669528978825606,0.0,0.0,0.2637681388052291,0.11863172648017684,0.0
8481604,Pavel Dorofeyev,F,VGK,18,0.28348486100883197,0.1396472751679603,0.0,0.0,0.29635174332352726,0.1111111111111111,0.19098300562505258
8477508,Curtis Lazar,F,"VAN,NJD",49,0.07833013073316981,-0.06624767267471274,0.0,0.006764681621301953,0.5097490932360186,0.9888655786566022,0.1908664318979274
8481606,Jordan Spence,D,LAK,6,0.1214171620161358,0.07530058172238342,0.0,0.0,0.28348486100883197,0.3333333333333333,0.0
8481605,Jackson LaCombe,D,ANA,2,0.0,-0.3333333333333333,0.0,0.0,1.8,0.3333333333333333,0.0
8475462,Radko Gudas,D,FLA,72,0.15600199826842306,0.10035975522543394,0.0,0.0,0.6908838900446054,1.4185304151240237,0.4277852692502711
8473419,Brad Marchand,F,BOS,73,0.48233006062930595,0.18245709208461974,0.0,0.003722999755044553,0.1955610567901868,0.4783480858155928,0.4352017633127616
8473422,Nick Foligno,F,BOS,60,0.25987014603504965,0.15218742905877689,0.0,0.005943597643626288,0.27075914355944264,0.9184343749566396,0.2758601472753229
8477511,Anthony Mantha,F,WSH,67,0.24455398911041146,-0.05449600584583295,0.0,0.006153245348625666,0.21263517217892974,0.5037585853016612,0.19393914508155896
8481617,Vasily Podkolzin,F,VAN,39,0.12970978656154947,-0.07036065837968768,0.0,0.008457689478413147,0.23669716482349712,0.6596924027838034,0.11544156733105919
8481618,Alex Newhook,F,COL,82,0.2293836763079982,0.0,0.0,0.0032972426749556974,0.2061264703691115,0.3855529473670009,0.1533296531567028
8477527,Ross Johnston,F,NYI,16,0.09393418752518262,-0.03768514653205008,0.0,0.05031957117756259,0.1974148209145321,0.7896784654955262,0.48309949635015054
8479576,Vincent Desharnais,D,EDM,36,0.10319938826472949,0.213260329900155,0.0,0.0,0.6120387496374143,0.613499451802817,0.37890434300181586
8481624,Ilya Mikheyev,F,VAN,46,0.32966058216636673,0.02569680646240495,0.0,0.003600232802998119,0.19679613037780122,0.1837226357407594,0.033660735676654195
8477541,Dakota Mermis,D,MIN,2,0.0,-0.3333333333333333,0.0,0.0,1.0,1.0,0.0
8473446,Erik Johnson,D,COL,63,0.0952651131461535,0.06400826020491714,0.0,0.0,0.7312598914391072,0.7425135367113741,0.12001622137110099
8479591,Michael Eyssimont,F,"WPG,SJS,TBL",54,0.17464109448496093,0.027929455033592055,0.0,0.005084702095577254,0.2322656680217461,0.8789067120742959,0.3437386692168561
8481641,Joel Kiviranta,F,DAL,70,0.0935076500899263,-0.07106308375064004,0.012770311765075952,0.0035531444479107908,0.1857305323975084,0.7389943379661226,0.27516793464959427
8473449,Kyle Okposo,F,BUF,75,0.23245528635439355,-0.046768741374588946,0.011961389791561408,0.0041088568212408185,0.2150888136549261,0.4841226377345771,0.24673211679795884
8473453,Trevor Lewis,F,CGY,82,0.17062861515930702,-0.0470459454591678,0.010989010989010988,0.0035434032642943872,0.24812030075187977,0.703854951463208,0.12921176968127995
8481656,Aliaksei Protas,F,WSH,58,0.17120515205113573,-0.06870104381689694,0.0,0.0044320705488659585,0.17120515205113573,0.36174873471765095,0.12858009376950066
8479619,Michael Carcone,F,ARI,9,0.22654091966098638,0.18350341907227397,0.0,0.0,0.08454209418155904,0.7185682798183747,0.13645492859214772
8477573,Nathan Walker,F,STL,56,0.12911954189264868,0.1029506398725328,0.0,0.0065170073224188555,0.3487762358361266,0.6540713748783277,0.20077084753854385
8473504,Cal Clutterbuck,F,NYI,49,0.1540166293449054,0.09361533531767421,0.0,0.003811188556275227,0.3608530412884571,1.3199111548822702,0.23771595613213084
8473507,Jeff Petry,D,PIT,61,0.2962035498168206,0.014462188580344782,0.0,0.0,0.7746411115961316,0.9443681449286438,0.19548147686450576
8473512,Claude Giroux,F,OTT,82,0.48945494074157503,0.02141931732710732,0.0,0.004462227515641275,0.2265209508253065,0.4461662350328261,0.22898231820795392
8481704,Juuso Parssinen,F,NSH,45,0.30333704529042343,-0.00977457913230946,0.0,0.007271865243922719,0.24296062374812255,0.6958535897249671,0.1639777949432224
8481708,Zachary Jones,D,NYR,16,0.08422482966923639,-0.05771213274299196,0.0,0.0,0.5,0.1974148209145321,0.15047207654837882
8479661,Tanner Jeannot,F,"NSH,TBL",76,0.16277332035623124,-0.04990274103452915,0.0,0.004453951960364777,0.39362396351852336,1.301819611569463,0.42359727481462056
8481711,Matias Maccelli,F,ARI,64,0.44427298933736276,0.0,0.0,0.0,0.1974148209145321,0.23445135195272784,0.16590291275693214
8479671,Mathieu Olivier,F,CBJ,66,0.14988990575210495,-0.15915237284660327,0.0,0.001721127354553194,0.44799224570608587,0.946231208033594,0.42594541307977485
8479675,Trevor Moore,F,LAK,59,0.2854581358939907,-0.015665002191996086,0.01501145979963076,0.004594148715532634,0.25103959627893907,0.4536291362816156,0.14409582578099278
8473533,Jordan Staal,F,CAR,81,0.25512398250963986,0.03967919179909065,0.011117995384971583,0.004395564842339341,0.27689067836138953,0.7864236335117749,0.21993420093109997
8477947,Sonny Milano,F,WSH,64,0.29467026620600045,-0.03505523366671523,0.0,0.0,0.16063936756973354,0.30560422741322696,0.15150398201902937
8483808,Andrei Kuzmenko,F,VAN,81,0.46961240050690445,0.04670785816425831,0.0,0.0,0.15384615384615383,0.11230490806621485,0.06890619996311732
