assists,evGoals,evPoints,faceoffWinPct,gameWinningGoals,gamesPlayed,goals,lastName,otGoals,penaltyMinutes,playerId,plusMinus,points,pointsPerGame,positionCode,ppGoals,ppPoints,seasonId,shGoals,shPoints,shootingPct,shootsCatches,shots,skaterFullName,teamAbbrevs,timeOnIcePerGame,hits,blockedShots,points_sd,plusMinus_sd,shg_sd,faceoffPctg_sd,blocks_sd,hits_sd,pim_sd,position,points_avg,plusMinus_avg,shg_avg,blocks_avg,hits_avg,pim_avg,faceoffPctg_avg
34,10,43,0.49691,2,81,14,Gourde,1,76,8476826,23,48,0.59259,C,3,4,20222023,1,1,0.09929,L,141,Yanni Gourde,SEA,1028.0617,118,54,0.7332959212304938,1.2788359666744262,0.11042310999998962,0.5102714302046132,0.831479419283098,1.3521759575400563,1.9394900628795546,F,0.5925925925925926,0.2839506172839506,0.012345679012345678,0.6666666666666666,1.4567901234567902,0.9382716049382716,0.006134691358024692
13,5,17,0,2,72,6,Gavrikov,2,38,8478882,4,19,0.26388,D,0,0,20222023,1,2,0.06741,L,89,Vladislav Gavrikov,"CBJ,LAK",1318.2777,74,115,0.5525962851132713,1.2347839317162705,0.11702985796078294,0.0,1.4009889584605568,1.0404622666848915,0.9423997474270767,D,0.2638888888888889,0.05555555555555555,0.013888888888888888,1.5972222222222223,1.0277777777777777,0.5277777777777778,0.0
11,4,15,0.2,0,41,5,Appleton,0,8,8478891,2,16,0.39024,C,1,1,20222023,0,0,0.07042,R,71,Mason Appleton,WPG,961.1463,47,11,0.7611944650891334,1.2287455334448782,0.0,0.10945758864544819,0.4950678812240106,1.3170731707317072,0.5934402468583629,F,0.3902439024390244,0.04878048780487805,0.0,0.2682926829268293,1.146341463414634,0.1951219512195122,0.004878048780487805
37,3,24,0,1,65,4,Rielly,0,21,8476853,-9,41,0.63076,D,1,17,20222023,0,0,0.03174,L,126,Morgan Rielly,TOR,1302.2461,70,85,0.6921367310278147,1.4344864862695434,0.0,0.0,1.2517443450343384,1.0856786931924527,1.2039383105546975,D,0.6307692307692307,-0.13846153846153847,0.0,1.3076923076923077,1.0769230769230769,0.3230769230769231,0.0
12,1,12,0,1,68,2,Lyubushkin,1,38,8480950,-2,14,0.20588,D,0,0,20222023,1,2,0.04878,R,41,Ilya Lyubushkin,BUF,900.5294,99,104,0.501727120859764,1.0141729205627452,0.12037283488047731,0.0,1.1816064368588635,1.3442013103065171,1.129580257039501,D,0.20588235294117646,-0.029411764705882353,0.014705882352941176,1.5294117647058822,1.4558823529411764,0.5588235294117647,0.0
43,9,36,0,2,80,10,Lindholm,1,56,8476854,49,53,0.6625,D,1,17,20222023,0,0,0.06329,L,158,Hampus Lindholm,BOS,1391.2125,78,100,0.8207275735589732,1.2297738613257319,0.0,0.0,1.101135777277262,0.9350802104632522,1.0999999999999994,D,0.6625,0.6125,0.0,1.25,0.975,0.7,0.0
9,8,16,0.47897,0,80,10,Lorentz,0,16,8478904,-18,19,0.2375,C,1,1,20222023,1,2,0.09009,L,111,Steven Lorentz,SJS,710.0,133,46,0.45397549493337214,0.8058380730643098,0.11110243021644477,0.4993539642922145,0.8027297179001155,1.5325122348614386,0.6782329983125266,F,0.2375,-0.225,0.0125,0.575,1.6625,0.2,0.005987125
10,4,14,0,2,79,4,Dumba,0,81,8476856,-8,14,0.17721,D,0,0,20222023,0,0,0.0404,R,99,Mathew Dumba,MIN,1276.6582,104,116,0.4136742946422325,1.1969892262753494,0.0,0.0,1.300783045940772,1.1199491828149195,1.9614944157182217,D,0.17721518987341772,-0.10126582278481013,0.0,1.4683544303797469,1.3164556962025316,1.0253164556962024,0.0
6,6,10,0.25,0,30,6,Di Giuseppe,0,14,8476858,-1,12,0.4,L,0,1,20222023,0,1,0.0845,L,71,Phillip Di Giuseppe,VAN,874.2666,52,10,0.5537749241945384,1.1396880664852505,0.0,0.18123802642442957,0.5374838498865698,1.50406855635713,0.8459051693633012,F,0.4,-0.03333333333333333,0.0,0.3333333333333333,1.7333333333333334,0.4666666666666667,0.008333333333333333
17,8,24,0,2,82,9,Roy,0,22,8478911,8,26,0.31707,D,0,0,20222023,1,2,0.06666,R,135,Matt Roy,LAK,1126.5487,119,153,0.5382457680661933,1.265005119989263,0.10975609756097558,0.0,1.377185138394052,1.4241166626676223,0.6816189567064452,D,0.3170731707317073,0.0975609756097561,0.012195121951219513,1.8658536585365855,1.451219512195122,0.2682926829268293,0.0
