assists,evGoals,evPoints,faceoffWinPct,gameWinningGoals,gamesPlayed,goals,lastName,otGoals,penaltyMinutes,playerId,plusMinus,points,pointsPerGame,positionCode,ppGoals,ppPoints,seasonId,shGoals,shPoints,shootingPct,shootsCatches,shots,skaterFullName,teamAbbrevs,timeOnIcePerGame,hits,blockedShots,points_sd,plusMinus_sd,shg_sd,faceoffPctg_sd,blocks_sd,hits_sd,pim_sd,position,points_avg,plusMinus_avg,shg_avg,blocks_avg,hits_avg,pim_avg,faceoffPctg_avg,faceoffWins,faceoff_avg,faceoff_sd,fights,playerName,team,gp,points_ratio,plusMinus_ratio,shg_ratio,faceoffPctg_ratio,blocks_ratio,hits_ratio,pim_ratio,faceoff_ratio,fights_ratio,faceoff,shg,blocks,pim
12,2,13,0,0,58,2,Brodie,0,14,8474673,10,14,0.24137,D,0,0,20222023,0,1,0.03448,L,58,TJ Brodie,TOR,1273.0517,47,111,0.42791978089623645,1.2054178133067954,0.0,0.0,1.3036352721183393,0.9551475161699687,0.6515325388859028,D,0.2413793103448276,0.1724137931034483,0.0,1.9137931034482758,0.8103448275862069,0.2413793103448276,0.0,0,0.0,0.0,0,TJ Brodie,TOR,58,0.16904262660562447,0.07817738301702191,0.0,0.0,0.8307708805345827,0.414467359053106,0.14615474092182174,0.0,0.0,0,0,111,14
4,3,7,0.33333,2,30,3,Zadina,0,10,8480821,-5,7,0.23333,R,0,0,20222023,0,0,0.05882,L,51,Filip Zadina,DET,785.8,22,15,0.4229525846816505,0.6368324391514268,0.0,0.255555579710168,0.7187952884282609,0.9285592184789413,0.7453559924999298,F,0.23333333333333334,-0.16666666666666666,0.0,0.5,0.7333333333333333,0.3333333333333333,0.011111000000000001,3,0.08333333333333336,0.27638539919628335,0,Filip Zadina,DET,30,0.16397829122713584,-0.10182268061174951,0.0,0.008849468856300937,0.2909014257638681,0.38024932099918346,0.19098300562505258,0.06528853541086167,0.0,3,0,15,10
16,9,24,0.4375,2,51,11,Nyquist,0,16,8474679,-9,27,0.52941,R,0,1,20222023,2,2,0.10784,L,102,Gustav Nyquist,"CBJ,MIN",1057.1764,41,30,0.7236330230292523,1.216002488918718,0.27729677693590105,0.4277663013309979,0.6910200073218079,1.048240502323424,0.7273426270977023,F,0.5294117647058824,-0.17647058823529413,0.0392156862745098,0.5882352941176471,0.803921568627451,0.3137254901960784,0.00857843137254902,14,0.23333333333333325,0.5587684871413403,0,Gustav Nyquist,"CBJ,MIN",51,0.3071487710159157,-0.07963465254111769,0.03070209444087384,0.006008288166314053,0.34785826990260055,0.39249373680264676,0.18162319697002036,0.1496908201943756,0.0,14,2,30,16
5,0,5,0,0,32,0,Alexeyev,0,4,8480823,-2,5,0.15625,D,0,0,20222023,0,0,0.0,L,28,Alexander Alexeyev,WSH,987.25,33,48,0.3630921887069453,1.1162856937182344,0.0,0.0,1.3693063937629153,0.9180269263480239,0.4841229182759271,D,0.15625,-0.0625,0.0,1.5,1.03125,0.125,0.0,0,0.0,0.0,0,Alexander Alexeyev,WSH,32,0.11462907739807508,-0.029532874595107172,0.0,0.0,0.6330966750221404,0.5376618992328374,0.08422482966923639,0.0,0.0,0,0,48,4
25,14,31,0.51428,2,82,18,Kotkaniemi,0,50,8480829,10,43,0.52439,C,3,11,20222023,1,1,0.13953,L,129,Jesperi Kotkaniemi,CAR,884.1585,105,21,0.8442865332034626,0.9158528466106626,0.10975609756097558,0.5454247520741932,0.5803904406971125,1.2224963488788054,1.0678916721458365,F,0.524390243902439,0.12195121951219512,0.012195121951219513,0.25609756097560976,1.2804878048780488,0.6097560975609756,0.00627170731707317,444,4.396039603960396,2.789936682346184,0,Jesperi Kotkaniemi,CAR,82,0.28433230653785185,0.06365375071887132,0.01098901098901099,0.004058241793174072,0.16204701976218278,0.5761484402545918,0.29486849131136356,1.1599242869775335,0.0,444,1,21,50
32,18,39,0.44444,4,64,23,Svechnikov,0,71,8480830,6,55,0.85937,R,5,16,20222023,0,0,0.11219,L,205,Andrei Svechnikov,CAR,1082.8906,140,17,0.9497892447143208,1.3195495206698382,0.0,0.2483549425099904,0.537418235059995,1.3095204274848102,2.2158321482853793,F,0.859375,0.09375,0.0,0.265625,2.1875,1.109375,0.006944375,4,0.060606060606060615,0.23860629921247914,0,Andrei Svechnikov,CAR,64,0.4407527646024706,0.040417330677608006,0.0,0.005562820928186796,0.1727734158100671,0.9471663354726432,0.3449729180024205,0.04893085126774721,0.0,4,0,17,71
6,2,7,0.53174,1,38,2,Drury,0,14,8480835,3,8,0.21052,C,0,1,20222023,0,0,0.02898,L,69,Jack Drury,CAR,647.1052,12,16,0.40768245749551735,0.70268578541151,0.0,0.5270276802189279,0.5907880084379907,0.5668594533825794,0.9009075141380889,F,0.21052631578947367,0.07894736842105263,0.0,0.42105263157894735,0.3157894736842105,0.3684210526315789,0.013993157894736841,100,1.8518518518518514,2.627542207487104,0,Jack Drury,CAR,38,0.149555259901464,0.0463663754625005,0.0,0.009163657002426218,0.26468179879755493,0.20154294822198346,0.19381324440638487,0.5104976719580828,0.0,100,0,16,14
58,9,41,0,2,78,15,Dahlin,0,92,8480839,12,73,0.93589,D,6,32,20222023,0,0,0.07352,L,204,Rasmus Dahlin,BUF,1547.7435,105,132,0.9652918196964654,1.5112986695683461,0.0,0.0,1.4527400486374664,1.3476182510972217,1.6774797162867825,D,0.9358974358974359,0.15384615384615385,0.0,1.6923076923076923,1.3461538461538463,1.1794871794871795,0.0,0,0.0,0.0,0,Rasmus Dahlin,BUF,78,0.47621296059838225,0.06126159174551614,0.0,0.0,0.6899661842467955,0.5734125833809162,0.44052142479829176,0.0,0.0,0,0,132,92
22,3,20,0,1,82,3,Suter,0,26,8470600,0,25,0.30487,D,0,4,20222023,0,1,0.0326,L,92,Ryan Suter,DAL,1222.7682,81,115,0.5105956442794717,1.1686974195815552,0.0,0.0,1.167233085356249,1.2542017424273944,0.7304867869205827,D,0.3048780487804878,0.0,0.0,1.4024390243902438,0.9878048780487805,0.3170731707317073,0.0,0,0.0,0.0,0,Ryan Suter,DAL,82,0.2018263788427044,0.0,0.0,0.0,0.6471103795278723,0.4382060662348178,0.18322773287159388,0.0,0.0,0,0,115,26
16,9,19,0.59381,2,79,13,Carter,1,30,8470604,-16,29,0.36708,C,4,9,20222023,0,1,0.09352,R,139,Jeff Carter,PIT,822.3797,80,54,0.5775814960278396,0.9857175865281914,0.0,0.6035481113257947,0.9351680793551327,1.0249256951897296,0.9043327138983158,F,0.3670886075949367,-0.20253164556962025,0.0,0.6835443037974683,1.0126582278481013,0.379746835443038,0.007516582278481012,566,7.074999999999999,2.923076290485761,0,Jeff Carter,PIT,79,0.23269074118783825,-0.10199418434104948,0.0,0.004687469135095915,0.35322218834099917,0.5000964876161633,0.1994120211618205,1.8034316633500804,0.0,566,0,54,30
12,3,14,0.5459,0,66,3,Kupari,0,12,8480845,-5,15,0.22727,C,0,0,20222023,0,1,0.0566,R,53,Rasmus Kupari,LAK,605.6969,80,34,0.4860307555256197,0.9097220031683682,0.0,0.5950781956016289,0.7832029080800049,0.8963757247120632,0.6721537276611768,F,0.22727272727272727,-0.07575757575757576,0.0,0.5151515151515151,1.2121212121212122,0.18181818181818182,0.008271212121212122,245,3.223684210526314,1.93716208741256,0,Rasmus Kupari,LAK,66,0.1529394505649644,-0.03966942603786751,0.0,0.005185458709184097,0.2888911367389955,0.6391777728040972,0.10873293454453432,1.097550667816961,0.0,245,0,34,12
19,9,25,0.50746,2,82,9,Dellandrea,0,54,8480848,9,28,0.34146,C,0,0,20222023,0,3,0.09782,R,92,Ty Dellandrea,DAL,852.0243,125,39,0.5231124534031029,0.9371219245579581,0.0,0.5776105766993069,0.6847753727495834,1.4417605240418072,1.2417484937910108,F,0.34146341463414637,0.10975609756097561,0.0,0.47560975609756095,1.524390243902439,0.6585365853658537,0.006188536585365854,132,1.333333333333333,1.5042028661807096,2,Ty Dellandrea,DAL,82,0.2241879211684021,0.05665936468403837,0.0,0.003922727621612156,0.2822986160590402,0.6242996513757787,0.2937602443761233,0.5324382266868296,0.024390243902439025,132,0,39,54
24,15,32,0.51056,4,82,19,Hayton,2,42,8480849,-5,43,0.52439,C,4,10,20222023,0,1,0.10674,L,178,Barrett Hayton,ARI,1049.8658,83,33,0.7686797321619233,1.3556346814865052,0.0,0.5261605848625143,0.5600469513758549,1.2046039976671659,1.0270001595818203,F,0.524390243902439,-0.06097560975609756,0.0,0.4024390243902439,1.0121951219512195,0.5121951219512195,0.006226341463414635,645,7.4137931034482785,3.4057143465163624,0,Barrett Hayton,ARI,82,0.29648682820685535,-0.025885002558044937,0.0,0.004079742017433598,0.25796596957246715,0.4591278628825352,0.2526862760863757,1.6827675424101045,0.0,645,0,33,42
13,16,27,0.37931,2,82,21,Parise,1,24,8470610,7,34,0.41463,L,3,4,20222023,2,3,0.11538,L,182,Zach Parise,NYI,968.7682,89,83,0.6237420415875325,1.0264931956838514,0.1542574468374818,0.2946814289424633,1.0299645084937117,1.1065351273693569,0.7068964266433876,F,0.4146341463414634,0.08536585365853659,0.024390243902439025,1.0121951219512195,1.0853658536585367,0.2926829268292683,0.004625731707317073,14,0.15217391304347827,0.4153255037944087,0,Zach Parise,NYI,82,0.25535715385928887,0.04212491502086164,0.02113067926853336,0.0035728725259429393,0.49862700442102587,0.5152374814722138,0.17147081818246543,0.10751866806293571,0.0,14,2,83,24
43,14,38,1.0,2,82,18,Burns,1,44,8470613,19,61,0.7439,D,4,23,20222023,0,0,0.07058,R,255,Brent Burns,CAR,1392.9146,40,86,0.7620731609740484,1.327925031749331,0.0,0.10975609756097558,0.9865243129832532,0.7198221738231078,1.0382339831118417,D,0.7439024390243902,0.23170731707317074,0.0,1.048780487804878,0.4878048780487805,0.5365853658536586,0.012195121951219513,1,0.010101010101010104,0.0999948983496128,0,Brent Burns,CAR,82,0.4221745472890421,0.09953383975559262,0.0,0.01098901098901099,0.5279474713450031,0.28363681168524907,0.26325994478535547,0.009182779043943972,0.0,1,0,86,44
12,7,19,0.33333,1,81,7,Martin,0,63,8474709,4,19,0.23456,L,0,0,20222023,0,0,0.08536,L,82,Matt Martin,NYI,668.9135,295,43,0.4237284518945804,0.8447548342990621,0.0,0.2708869547393624,0.7384738977154659,2.2072195904300025,2.1140330656044957,F,0.2345679012345679,0.04938271604938271,0.0,0.5308641975308642,3.6419753086419755,0.7777777777777778,0.004115185185185185,10,0.10989010989010989,0.31275273562104855,7,Matt Martin,NYI,81,0.16475606771953194,0.02676925688510056,0.0,0.0032380418807817102,0.3053621904985025,1.1355553325719379,0.249765420402431,0.08370967883614587,0.08641975308641975,10,0,43,63
14,12,26,0.44047,2,82,12,McBain,0,64,8480855,-8,26,0.31707,C,0,0,20222023,0,0,0.14117,L,85,Jack McBain,ARI,838.8658,304,51,0.5382457680661933,1.0194421728783594,0.0,0.4522092929784678,0.7908045286279746,1.7702680304023466,1.4230197215429101,F,0.3170731707317073,-0.0975609756097561,0.0,0.6219512195121951,3.707317073170732,0.7804878048780488,0.005371585365853658,384,4.46511627906977,2.7009803320129975,4,Jack McBain,ARI,82,0.2061264703691115,-0.048310853818953434,0.0,0.003698905792591773,0.34730268411187415,1.3382521230742754,0.3221136823356338,1.206468524149425,0.04878048780487805,384,0,51,64
23,10,29,0,3,79,11,Spurgeon,0,14,8474716,32,34,0.43037,D,1,4,20222023,0,1,0.07382,R,149,Jared Spurgeon,MIN,1308.7215,66,179,0.6498986153414399,1.2067215481329605,0.0,0.0,1.6589523975094569,0.9336247551689002,0.5683530207757886,D,0.43037974683544306,0.4050632911392405,0.0,2.2658227848101267,0.8354430379746836,0.17721518987341772,0.0,0,0.0,0.0,0,Jared Spurgeon,MIN,79,0.26085223833367344,0.1835588597401209,0.0,0.0,0.8521486834184921,0.43206058245862106,0.11299445183952136,0.0,0.0,0,0,179,14
13,6,13,0,3,81,12,Perry,0,95,8470621,-28,25,0.30864,R,6,12,20222023,0,0,0.10344,R,116,Corey Perry,TBL,693.7407,48,25,0.5803782357305262,1.0081212672885733,0.0,0.0,0.5361494012495914,0.828173324999922,2.6095272901323403,F,0.30864197530864196,-0.345679012345679,0.0,0.30864197530864196,0.5925925925925926,1.1728395061728396,0.0,0,0.0,0.0,11,Corey Perry,TBL,81,0.19529627043109266,-0.17214050664003241,0.0,0.0,0.20091924330900043,0.3241446445416316,0.32492883746276885,0.0,0.13580246913580246,0,0,25,95
6,2,8,0,0,42,2,Bahl,0,35,8480860,4,8,0.19047,D,0,0,20222023,0,0,0.07407,L,27,Kevin Bahl,NJD,841.2142,64,38,0.44923719676460006,0.9464098530643709,0.0,0.0,0.9209085526577961,1.1799534946060826,2.544056253745626,D,0.19047619047619047,0.09523809523809523,0.0,0.9047619047619048,1.5238095238095237,0.8333333333333334,0.0,0,0.0,0.0,2,Kevin Bahl,NJD,42,0.13143203259026587,0.048930134158617807,0.0,0.0,0.47100727596327446,0.6990101062155346,0.23513547011354682,0.0,0.047619047619047616,0,0,38,35
36,8,30,0,2,78,13,Dobson,1,20,8480865,4,49,0.6282,D,5,19,20222023,0,0,0.0631,R,206,Noah Dobson,NYI,1222.9358,60,104,0.7180631776892538,1.4926953413156805,0.0,0.0,1.287679951742535,0.8308641921035717,0.741376015117997,D,0.6282051282051282,0.05128205128205128,0.0,1.3333333333333333,0.7692307692307693,0.2564102564102564,0.0,0,0.0,0.0,0,Noah Dobson,NYI,78,0.36564728024149046,0.020572931810826058,0.0,0.0,0.5828321100238378,0.42014627439240126,0.14724577241457057,0.0,0.0,0,0,104,20
0,0,0,0.45,0,2,0,Groulx,0,0,8480870,0,0,0.0,C,0,0,20222023,0,0,0.0,L,2,Bo Groulx,ANA,980.5,0,0,0.0,1.0,0.0,0.31412386523312746,0.0,0.0,0.0,F,0.0,0.0,0.0,0.0,0.0,0.0,0.225,22,4.4,2.5768197453450252,0,Bo Groulx,ANA,2,0.0,0.0,0.0,0.17121673683331567,0.0,0.0,0.0,1.2301430637443458,0.0,22,0,0,0
19,5,15,0,1,46,5,Boqvist,0,8,8480871,-12,24,0.52173,D,0,9,20222023,0,0,0.07352,R,68,Adam Boqvist,CBJ,1118.0,23,47,0.6507230237867725,1.4360995273838033,0.0,0.0,0.9888317752647096,0.7445453821540743,0.5635426694267707,D,0.5217391304347826,-0.2608695652173913,0.0,1.0217391304347827,0.5,0.17391304347826086,0.0,0,0.0,0.0,0,Adam Boqvist,CBJ,46,0.3160670342126256,-0.10708493732911913,0.0,0.0,0.5137383378233643,0.28660762002225815,0.1112301230269726,0.0,0.0,0,0,47,8
28,7,24,0,0,71,7,Sandin,0,39,8480873,3,35,0.49295,D,0,11,20222023,0,0,0.08641,L,81,Rasmus Sandin,"TOR,WSH",1159.6056,136,87,0.7667976106375326,1.4480352859126624,0.0,0.0,1.1530386443885055,1.5267241823013238,1.451456115829662,D,0.49295774647887325,0.04225352112676056,0.0,1.2253521126760563,1.9154929577464788,0.5492957746478874,0.0,0,0.0,0.0,3,Rasmus Sandin,"TOR,WSH",71,0.27901200653140684,0.017260176505588174,0.0,0.0,0.5691268551401566,0.7580934124760148,0.2240691852898969,0.0,0.04225352112676056,0,0,87,39
10,5,13,0,2,60,6,Lundkvist,1,26,8480878,-5,16,0.26666,D,1,3,20222023,0,0,0.06382,R,94,Nils Lundkvist,DAL,978.5333,49,67,0.4784233364802443,0.8620067027323834,0.0,0.0,1.1268195162590244,0.9397103572673636,0.9012337223063848,D,0.26666666666666666,-0.08333333333333333,0.0,1.1166666666666667,0.8166666666666667,0.43333333333333335,0.0,0,0.0,0.0,0,Nils Lundkvist,DAL,60,0.18037233320567922,-0.04475458289760539,0.0,0.0,0.5250406337397312,0.4210250585129499,0.22792217929295777,0.0,0.0,0,0,67,26
3,4,7,0.53231,0,54,6,Stenlund,0,20,8478831,3,9,0.16666,C,0,0,20222023,2,2,0.09523,R,63,Kevin Stenlund,WPG,698.7037,31,28,0.41943524640393054,0.8480187512485413,0.18885257457751045,0.5349264657369456,0.7635380788180852,0.7097691813606222,0.9486109981382002,F,0.16666666666666666,0.05555555555555555,0.037037037037037035,0.5185185185185185,0.5740740740740741,0.37037037037037035,0.009857592592592591,309,4.983870967741939,2.8482701908570522,0,Kevin Stenlund,WPG,54,0.11741759061493538,0.030062225027761014,0.03115359955392207,0.006422192080621781,0.29402173094330186,0.335761154389992,0.1900689109956993,1.2950938267232155,0.0,309,2,28,20
3,4,7,0,1,23,4,Lauko,0,11,8480880,2,7,0.30434,C,0,0,20222023,0,0,0.23529,L,17,Jakub Lauko,BOS,531.8695,44,6,0.5465132647815886,0.7170618479335059,0.0,0.0,0.43910891036356864,1.5297923552834072,1.1747179205309826,F,0.30434782608695654,0.08695652173913043,0.0,0.2608695652173913,1.9130434782608696,0.4782608695652174,0.0,1,0.03333333333333335,0.17950549357115014,1,Jakub Lauko,BOS,23,0.19679613037780122,0.05064262643991719,0.0,0.0,0.18127159337196144,0.7562057313777263,0.21991857658874883,0.028260430761039616,0.043478260869565216,1,0,6,11
1,0,1,0,0,19,0,Bernard-Docker,0,11,8480879,-2,1,0.05263,D,0,0,20222023,0,0,0.0,R,22,Jacob Bernard-Docker,OTT,961.0,23,27,0.22329687826943606,0.911605688194146,0.0,0.0,1.3500795093032272,1.4355980733669325,1.6324276230811392,D,0.05263157894736842,-0.10526315789473684,0.0,1.4210526315789473,1.2105263157894737,0.5789473684210527,0.0,0,0.0,0.0,1,Jacob Bernard-Docker,OTT,19,0.04302437117457934,-0.05506530899381072,0.0,0.0,0.6046827887964837,0.4970139897163168,0.21992907358395689,0.0,0.05263157894736842,0,0,27,11
26,3,11,0,1,62,3,Addison,0,22,8480884,-17,29,0.46774,D,0,18,20222023,0,0,0.03896,R,77,Calen Addison,MIN,967.1935,19,38,0.7560026867908364,0.9532517326314324,0.0,0.0,0.6563545144959936,0.5844409978062398,0.8442743437614452,D,0.46774193548387094,-0.27419354838709675,0.0,0.6129032258064516,0.3064516129032258,0.3548387096774194,0.0,0,0.0,0.0,0,Calen Addison,MIN,62,0.26636743724959083,-0.14037798805262114,0.0,0.0,0.3700314277182079,0.19341307964608828,0.1924001767295188,0.0,0.0,0,0,38,22
13,4,16,0,0,65,4,Harris,0,26,8480887,-3,17,0.26153,D,0,1,20222023,0,0,0.05714,L,70,Jordan Harris,MTL,1119.1384,53,98,0.5342693955133953,1.2821948637547465,0.0,0.0,1.3936457658637862,0.9906067712003229,0.8735427425586698,D,0.26153846153846155,-0.046153846153846156,0.0,1.5076923076923077,0.8153846153846154,0.4,0.0,0,0.0,0.0,0,Jordan Harris,MTL,65,0.1704644975017219,-0.020223446685841823,0.0,0.0,0.6298727778327853,0.40961611664414455,0.21349926581003748,0.0,0.0,0,0,98,26
