assists,evGoals,evPoints,faceoffWinPct,gameWinningGoals,gamesPlayed,goals,lastName,otGoals,penaltyMinutes,playerId,plusMinus,points,pointsPerGame,positionCode,ppGoals,ppPoints,seasonId,shGoals,shPoints,shootingPct,shootsCatches,shots,skaterFullName,teamAbbrevs,timeOnIcePerGame,hits,blockedShots,points_sd,plusMinus_sd,shg_sd,faceoffPctg_sd,blocks_sd,hits_sd,pim_sd,position,points_avg,plusMinus_avg,shg_avg,blocks_avg,hits_avg,pim_avg,faceoffPctg_avg
17,8,23,0.36666,0,79,11,Nyquist,0,16,8474679,-24,28,0.35443,R,2,3,20242025,1,2,0.10679,L,103,Gustav Nyquist,"NSH,MIN",1011.2151,44,30,0.5745218085017834,1.1622155879633447,0.11179444134592212,0.35415930853738975,0.6618691879696895,0.7588604955606013,0.6033607740664806,F,0.35443037974683544,-0.3037974683544304,0.012658227848101266,0.379746835443038,0.5569620253164557,0.20253164556962025,0.00464126582278481
0,0,0,0,0,8,0,Alexeyev,0,0,8480823,2,0,0.0,D,0,0,20242025,0,0,0.0,L,7,Alexander Alexeyev,WSH,964.25,9,14,0.0,1.0897247358851685,0.0,0.0,1.1989578808281798,0.9270248108869579,0.0,D,0.0,0.25,0.0,1.75,1.125,0.0,0.0
21,12,32,0.51763,1,78,12,Kotkaniemi,0,50,8480829,9,33,0.42307,C,0,1,20242025,0,0,0.10434,L,115,Jesperi Kotkaniemi,CAR,843.5512,66,28,0.5887673078566685,1.0975587038884351,0.0,0.5621470625387724,0.6399991781717275,1.075090015037776,1.3865134189329011,F,0.4230769230769231,0.11538461538461539,0.0,0.358974358974359,0.8461538461538461,0.6410256410256411,0.006636282051282052
28,10,30,0.25,2,72,20,Svechnikov,0,59,8480830,-8,48,0.66666,R,10,18,20242025,0,0,0.11111,L,180,Andrei Svechnikov,CAR,1026.8194,148,22,0.8333333333333334,1.0613873985857112,0.0,0.11749252997005995,0.5685969302905198,1.4519038161524427,1.3573502463837488,F,0.6666666666666666,-0.1111111111111111,0.0,0.3055555555555556,2.0555555555555554,0.8194444444444444,0.003472222222222222
11,2,12,0,1,76,2,Emberson,0,18,8480834,-5,13,0.17105,D,0,0,20242025,0,1,0.03225,R,62,Ty Emberson,EDM,906.8026,125,97,0.4100114855495494,1.1042445180659355,0.0,0.0,1.1308902432960817,1.4573222322611634,0.901291778397037,D,0.17105263157894737,-0.06578947368421052,0.0,1.2763157894736843,1.644736842105263,0.23684210526315788,0.0
10,7,16,0.57774,2,72,8,Drury,0,22,8480835,1,18,0.25,C,1,2,20242025,0,0,0.08602,L,93,Jack Drury,"CAR,COL",775.1805,45,50,0.4930066485916347,0.9203419587238509,0.0,0.5771301320982315,0.8103306747674901,0.7716774657271723,0.7195463248327016,F,0.25,0.013888888888888888,0.0,0.6944444444444444,0.625,0.3055555555555556,0.008024166666666667
51,12,46,0,1,73,17,Dahlin,1,54,8480839,11,68,0.9315,D,5,21,20242025,0,1,0.085,L,200,Rasmus Dahlin,BUF,1454.1369,101,98,0.9555715083065911,1.5674010674397587,0.0,0.0,1.2520577920290252,1.15426709221594,1.3036029866707193,D,0.9315068493150684,0.1506849315068493,0.0,1.3424657534246576,1.3835616438356164,0.7397260273972602,0.0
12,4,15,0.52023,0,73,4,Bäck,0,8,8480840,1,16,0.21917,C,0,0,20242025,0,1,0.0909,L,44,Oskar Bäck,DAL,702.2191,28,35,0.475324700627328,0.651513531539404,0.0,0.5602915150928109,0.7235678162325614,0.7333566473602284,0.45515747194071626,F,0.2191780821917808,0.0136986301369863,0.0,0.4794520547945205,0.3835616438356164,0.1095890410958904,0.007126438356164383
13,1,14,0,0,82,2,Suter,0,24,8470600,7,15,0.18292,D,0,0,20242025,1,1,0.03225,L,62,Ryan Suter,STL,1168.2804,39,109,0.4169590487141158,1.2610605245740212,0.10975609756097555,0.0,1.2883613912099736,0.7195121951219515,0.7728282691587739,D,0.18292682926829268,0.08536585365853659,0.012195121951219513,1.329268292682927,0.47560975609756095,0.2926829268292683,0.0
3,5,8,0.52505,1,59,5,Kupari,0,16,8480845,-1,8,0.13559,C,0,0,20242025,0,0,0.09433,R,53,Rasmus Kupari,WPG,615.5593,77,31,0.34235609960549435,0.7008838348520448,0.0,0.5539904055971248,0.8100205522270186,1.0293034881823038,0.7774471146562522,F,0.13559322033898305,-0.01694915254237288,0.0,0.5254237288135594,1.305084745762712,0.2711864406779661,0.008899152542372881
7,1,7,0.4988,0,68,1,Dellandrea,0,59,8480848,-31,8,0.11764,C,0,0,20242025,0,1,0.02,R,50,Ty Dellandrea,SJS,708.2647,163,47,0.32218973970892145,0.8649009383842711,0.0,0.5625724335191767,0.7327898531353527,1.5637408567688025,1.6079253326670766,F,0.11764705882352941,-0.45588235294117646,0.0,0.6911764705882353,2.3970588235294117,0.8676470588235294,0.007335294117647059
26,13,31,0.54117,7,82,20,Hayton,0,45,8480849,-6,46,0.56097,C,7,15,20242025,0,0,0.12903,L,155,Barrett Hayton,UTA,966.0853,31,44,0.797825718721762,1.2374293555088602,0.0,0.5459340957039688,0.684232201907587,0.5975609756097563,1.83563931193514,F,0.5609756097560976,-0.07317073170731707,0.0,0.5365853658536586,0.3780487804878049,0.5487804878048781,0.006599634146341464
23,6,26,0,0,82,6,Burns,0,28,8470613,7,29,0.35365,D,0,3,20242025,0,0,0.03448,R,174,Brent Burns,CAR,1257.3414,11,98,0.5710911938521024,1.4914489559157966,0.0,0.0,1.0410949253860016,0.3748884426570584,0.8147947848043944,D,0.35365853658536583,0.08536585365853659,0.0,1.1951219512195121,0.13414634146341464,0.34146341463414637,0.0
2,0,2,0.53333,0,32,0,Martin,0,10,8474709,-5,2,0.0625,L,0,0,20242025,0,0,0.0,L,17,Matt Martin,NYI,512.9375,82,19,0.24206145913796356,0.7948810838735565,0.0,0.4635311734767515,0.6051536478449089,1.5194057226429023,1.2103072956898178,F,0.0625,-0.15625,0.0,0.59375,2.5625,0.3125,0.0166665625
14,12,24,0.49891,1,82,13,McBain,0,78,8480855,8,27,0.32926,C,1,3,20242025,0,0,0.14444,L,90,Jack McBain,UTA,814.378,291,50,0.5642797707931354,0.8918295267698643,0.0,0.5394569957008574,0.8227867216308785,1.875076837608621,2.3420984911096934,F,0.32926829268292684,0.0975609756097561,0.0,0.6097560975609756,3.548780487804878,0.9512195121951219,0.006084268292682927
5,3,8,0.33333,0,39,4,Atkinson,0,11,8474715,-4,9,0.23076,R,1,1,20242025,0,0,0.0851,R,47,Cam Atkinson,TBL,539.5641,15,10,0.4783271309276316,1.0572065706711948,0.0,0.15898355823032131,0.43665093245965136,0.8043275457106726,1.1755788088561692,F,0.23076923076923078,-0.10256410256410256,0.0,0.2564102564102564,0.38461538461538464,0.28205128205128205,0.008546923076923077
25,6,23,0,3,66,7,Spurgeon,1,14,8474716,8,32,0.48484,D,1,9,20242025,0,0,0.06542,R,107,Jared Spurgeon,MIN,1227.0606,53,119,0.6796261058183577,1.2494259471568665,0.0,0.0,1.4793497442283192,0.908206640645195,0.6158303464515632,D,0.48484848484848486,0.12121212121212122,0.0,1.803030303030303,0.803030303030303,0.21212121212121213,0.0
11,15,23,0.51515,4,81,19,Perry,0,61,8470621,12,30,0.37037,R,4,7,20242025,0,0,0.19,R,100,Corey Perry,EDM,716.2222,36,26,0.5761610809668168,0.9700593224969478,0.0,0.4276331645043587,0.6050642348070545,0.7370277311900892,2.0216779743662947,F,0.37037037037037035,0.14814814814814814,0.0,0.32098765432098764,0.4444444444444444,0.7530864197530864,0.006359876543209877
17,2,19,0,0,73,3,Bahl,0,35,8480860,-6,20,0.27397,D,1,1,20242025,0,0,0.03658,L,82,Kevin Bahl,CGY,1283.2328,109,116,0.4459950848246496,1.2135471008411016,0.0,0.0,1.3832225272728043,1.3560951967961181,1.462870035530138,D,0.273972602739726,-0.0821917808219178,0.0,1.5890410958904109,1.4931506849315068,0.4794520547945205,0.0
25,9,32,0.43478,1,77,10,Tsyplakov,0,39,8484958,4,35,0.45454,R,1,3,20242025,0,0,0.0862,L,116,Maxim Tsyplakov,NYI,898.0259,140,40,0.6555547773570889,1.1831731920966624,0.0,0.3254659914572911,0.7995191673569549,1.7634623022955362,1.0272062303005294,F,0.45454545454545453,0.05194805194805195,0.0,0.5194805194805194,1.8181818181818181,0.5064935064935064,0.005646493506493507
29,9,26,0,1,71,10,Dobson,0,28,8480865,-16,39,0.54929,D,1,12,20242025,0,1,0.05102,R,196,Noah Dobson,NYI,1396.338,57,126,0.7275026236701382,1.3758191731268403,0.0,0.0,1.4457044980683196,0.9287234660188474,0.8636456178454022,D,0.5492957746478874,-0.22535211267605634,0.0,1.7746478873239437,0.8028169014084507,0.39436619718309857,0.0
10,3,8,0,0,35,4,Boqvist,0,10,8480871,-9,14,0.4,D,1,6,20242025,0,0,0.1,R,40,Adam Boqvist,"FLA,NYI",844.3142,13,19,0.595219047314276,1.0237984495525096,0.0,0.0,0.6477590885002651,0.6363159271805741,0.699854212223765,D,0.4,-0.2571428571428571,0.0,0.5428571428571428,0.37142857142857144,0.2857142857142857,0.0
26,3,25,0,0,82,4,Sandin,0,23,8480873,13,30,0.36585,D,1,5,20242025,0,0,0.05128,L,78,Rasmus Sandin,WSH,1151.4512,91,122,0.5740781607775519,1.4268292682926822,0.0,0.0,1.3182018650606497,1.0360113188120692,0.953483858994725,D,0.36585365853658536,0.15853658536585366,0.0,1.4878048780487805,1.1097560975609757,0.2804878048780488,0.0
5,0,5,0,0,39,0,Lundkvist,0,20,8480878,4,5,0.1282,D,0,0,20242025,0,0,0.0,R,52,Nils Lundkvist,DAL,900.6666,23,34,0.3343180720616743,1.0075324463788973,0.0,0.0,0.9655471991673195,0.8075905511806986,0.9837603124744041,D,0.1282051282051282,0.10256410256410256,0.0,0.8717948717948718,0.5897435897435898,0.5128205128205128,0.0
14,13,27,0.59108,1,82,14,Stenlund,0,40,8478831,-6,28,0.34146,C,0,0,20242025,1,1,0.13725,R,102,Kevin Stenlund,UTA,861.0609,50,64,0.5678266696011124,1.0681701678272282,0.1097560975609756,0.6001539534651071,0.8698807073232684,0.7770503571743409,0.9139021461070822,F,0.34146341463414637,-0.07317073170731707,0.012195121951219513,0.7804878048780488,0.6097560975609756,0.4878048780487805,0.0072082926829268295
6,4,10,0.1,2,56,5,Lauko,0,47,8480880,-13,11,0.19642,C,0,0,20242025,1,1,0.11904,L,42,Jakub Lauko,"MIN,BOS",642.8392,119,39,0.39729634752298204,0.886225370976968,0.13243211584099399,0.13340373354014115,0.9047423243495287,1.6803751706942454,1.6341968944395657,F,0.19642857142857142,-0.23214285714285715,0.017857142857142856,0.6964285714285714,2.125,0.8392857142857143,0.0017857142857142859
18,1,18,0,1,76,1,Lilleberg,0,105,8482929,-1,19,0.25,D,0,0,20242025,0,1,0.02173,L,46,Emil Lilleberg,TBL,916.9078,114,61,0.4624021944948837,1.0941641973939404,0.0,0.0,0.8738863114379122,1.2721717858180863,2.76237457568645,D,0.25,-0.013157894736842105,0.0,0.8026315789473685,1.5,1.381578947368421,0.0
6,2,8,0,0,40,2,Bernard-Docker,0,17,8480879,5,8,0.2,D,0,0,20242025,0,0,0.0625,R,32,Jacob Bernard-Docker,"OTT,BUF",816.9,30,50,0.45825756949558405,1.1871710070583765,0.0,0.0,1.1989578808281798,0.8874119674649424,1.0219466717984844,D,0.2,0.125,0.0,1.25,0.75,0.425,0.0
4,1,5,0,0,33,1,Harris,0,6,8480887,-1,5,0.15151,D,0,0,20242025,0,0,0.06666,L,15,Jordan Harris,CBJ,683.2424,23,35,0.358550289884825,0.9687495371603503,0.0,0.0,1.0713739108887081,0.9995407577254932,0.5749595745760688,D,0.15151515151515152,-0.030303030303030304,0.0,1.0606060606060606,0.696969696969697,0.18181818181818182,0.0
10,4,14,0,0,84,5,Borgen,0,42,8478840,-4,15,0.17857,D,0,0,20242025,1,1,0.06172,R,81,Will Borgen,"SEA,NYR",1024.8928,122,117,0.3829930462415573,1.0679838805717055,0.10845754260886059,0.0,1.1753201908503093,1.2761993603102284,1.9910514092523364,D,0.17857142857142858,-0.047619047619047616,0.011904761904761904,1.3928571428571428,1.4523809523809523,0.5,0.0
22,6,26,0,1,82,7,Kesselring,1,89,8480891,4,29,0.35365,D,1,3,20242025,0,0,0.04666,R,150,Michael Kesselring,UTA,1061.1951,87,67,0.5920602972652859,1.2287455334448785,0.0,0.0,0.8428761558842665,1.040022994300323,2.1424923912674476,D,0.35365853658536583,0.04878048780487805,0.0,0.8170731707317073,1.0609756097560976,1.0853658536585367,0.0
43,29,55,0.31707,2,79,31,Marchenko,1,20,8480893,29,74,0.9367,R,2,19,20242025,0,0,0.14975,R,207,Kirill Marchenko,CBJ,1114.9873,55,38,0.9324226258583742,1.4511210436376192,0.0,0.295706401617751,0.7439334306286125,0.8472506597813421,0.7372263179018247,F,0.9367088607594937,0.3670886075949367,0.0,0.4810126582278481,0.6962025316455697,0.25316455696202533,0.004013544303797469
22,3,24,0,0,79,3,Carrier,0,40,8478851,-10,25,0.31645,D,0,0,20242025,0,1,0.03658,R,82,Alexandre Carrier,"NSH,MTL",1235.2151,75,169,0.563539982013976,1.1945772898636988,0.0,0.0,1.5486554169293287,0.9795211201090179,0.9791939040918337,D,0.31645569620253167,-0.12658227848101267,0.0,2.1392405063291138,0.9493670886075949,0.5063291139240507,0.0
3,2,4,0,0,39,2,Shea,0,14,8478854,-9,5,0.1282,D,0,1,20242025,0,0,0.10526,L,19,Ryan Shea,PIT,1003.5641,20,51,0.4037952755903493,1.1200169060431566,0.0,0.0,1.1581117733985862,0.7115095859236723,0.8911870357427061,D,0.1282051282051282,-0.23076923076923078,0.0,1.3076923076923077,0.5128205128205128,0.358974358974359,0.0
31,12,34,0.27777,4,81,19,Garland,2,52,8478856,-13,50,0.61728,R,7,16,20242025,0,0,0.11111,R,171,Conor Garland,VAN,1119.2716,49,58,0.7464798250780729,1.0477110868778834,0.0,0.18348302745639258,0.7893514747232482,0.7806140720759128,1.751955816958726,F,0.6172839506172839,-0.16049382716049382,0.0,0.7160493827160493,0.6049382716049383,0.6419753086419753,0.0034292592592592595
16,6,22,0,0,76,6,Mikkola,0,70,8478859,12,22,0.28947,D,0,0,20242025,0,0,0.05172,L,116,Niko Mikkola,FLA,1211.6578,137,88,0.5082423135744204,1.3769974159948557,0.0,0.0,1.2466020297186327,1.6624311370154745,1.7900540854423543,D,0.2894736842105263,0.15789473684210525,0.0,1.1578947368421053,1.8026315789473684,0.9210526315789473,0.0
31,21,42,0,5,41,25,Kaprizov,2,16,8478864,19,56,1.36585,L,4,14,20242025,0,0,0.17241,L,145,Kirill Kaprizov,MIN,1348.0243,16,17,1.0535907837295209,1.5157315061745706,0.0,0.0,0.5399010639311865,0.6580847591820507,0.9073695237921113,F,1.3658536585365855,0.4634146341463415,0.0,0.4146341463414634,0.3902439024390244,0.3902439024390244,0.0
5,1,6,0,0,70,1,Xhekaj,0,118,8482964,-13,6,0.08571,D,0,0,20242025,0,0,0.01449,L,69,Arber Xhekaj,MTL,877.4428,180,63,0.279941684889506,0.930328008866568,0.0,0.0,0.8807464366741918,1.8483307416726706,2.8562855856756983,D,0.08571428571428572,-0.18571428571428572,0.0,0.9,2.5714285714285716,1.6857142857142857,0.0
3,3,5,0.5698,0,77,4,Glendening,0,10,8476822,-9,7,0.0909,C,0,0,20242025,1,2,0.07843,R,51,Luke Glendening,TBL,647.0909,105,58,0.2874797872880344,0.6441348970201162,0.11321815437767985,0.5825662782613654,0.9280036407766152,1.268080571297054,0.4928224924937737,F,0.09090909090909091,-0.11688311688311688,0.012987012987012988,0.7532467532467533,1.3636363636363635,0.12987012987012986,0.0073999999999999995
34,17,44,0.375,4,77,21,Terry,1,20,8478873,0,55,0.71428,R,4,11,20242025,0,0,0.1117,R,188,Troy Terry,ANA,1130.948,7,29,0.7705141285294197,1.2167659925061518,0.0,0.3514771766654607,0.6038611915616975,0.2874797872880344,0.6723209924958328,F,0.7142857142857143,0.0,0.0,0.37662337662337664,0.09090909090909091,0.2597402597402597,0.00487012987012987
7,16,23,0.50285,4,81,19,Gaudette,0,12,8478874,12,26,0.32098,R,3,3,20242025,0,0,0.21111,R,90,Adam Gaudette,OTT,625.3456,68,28,0.5843041761086042,0.904189304869163,0.0,0.5209287550602155,0.7562169299315337,0.8671905841400465,0.5237828008789237,F,0.32098765432098764,0.14814814814814814,0.0,0.345679012345679,0.8395061728395061,0.14814814814814814,0.006208024691358025
24,7,30,0.49628,2,57,7,Gourde,0,52,8476826,-1,31,0.54385,C,0,1,20242025,0,0,0.09333,L,75,Yanni Gourde,"SEA,TBL",962.8421,109,36,0.6507802452979441,1.1469445002583272,0.0,0.5279843566157111,0.7639137213009557,1.5134566193817334,2.1380488051343334,F,0.543859649122807,-0.017543859649122806,0.0,0.631578947368421,1.912280701754386,0.9122807017543859,0.008706666666666666
25,5,29,0,0,82,5,Gavrikov,0,28,8478882,26,30,0.36585,D,0,0,20242025,0,1,0.04464,L,112,Vladislav Gavrikov,LAK,1385.1951,50,140,0.6346152112808624,1.30550475034855,0.0,0.0,1.292452809706514,0.8374773030921665,0.7525487131971473,D,0.36585365853658536,0.3170731707317073,0.0,1.7073170731707317,0.6097560975609756,0.34146341463414637,0.0
12,10,21,0.45454,3,71,10,Appleton,0,22,8478891,7,22,0.30985,C,0,1,20242025,0,0,0.09345,R,107,Mason Appleton,WPG,889.8732,76,29,0.6187572573658816,1.0367192236381941,0.0,0.3386817117105279,0.7426155676881168,1.0115382744211538,0.8654812110274483,F,0.30985915492957744,0.09859154929577464,0.0,0.4084507042253521,1.0704225352112675,0.30985915492957744,0.006401971830985916
34,6,26,0,2,82,7,Rielly,1,21,8476853,-8,41,0.5,D,1,14,20242025,0,1,0.05555,L,126,Morgan Rielly,TOR,1283.317,21,131,0.7690665866062225,1.53503599781069,0.0,0.0,1.2577540581020674,0.5589837383593095,0.9345792794119958,D,0.5,-0.0975609756097561,0.0,1.5975609756097562,0.25609756097560976,0.25609756097560976,0.0
13,1,14,0,0,80,1,Lyubushkin,0,32,8480950,5,14,0.175,D,0,0,20242025,0,0,0.0196,R,51,Ilya Lyubushkin,DAL,1043.2125,84,136,0.4408798022137099,1.165587298317891,0.0,0.0,1.3546217184144067,1.1500000000000004,0.9165151389911671,D,0.175,0.0625,0.0,1.7,1.05,0.4,0.0
4,3,6,0,1,17,3,Lindholm,0,4,8476854,-4,7,0.41176,D,0,1,20242025,0,0,0.08571,L,35,Hampus Lindholm,BOS,1251.3529,5,17,0.5998846486579748,1.1129934075543824,0.0,0.0,1.0289915108550531,0.5703152773430976,0.6443794794178425,D,0.4117647058823529,-0.23529411764705882,0.0,1.0,0.29411764705882354,0.23529411764705882,0.0
11,7,18,0.36363,5,80,8,Lorentz,0,9,8478904,6,19,0.2375,C,0,0,20242025,1,1,0.10526,L,76,Steven Lorentz,TOR,633.175,199,55,0.4539754949333721,0.7870038119348604,0.11110243021644475,0.36058380760773306,0.9299697575727933,1.6881480237230377,0.6323319934970864,F,0.2375,0.075,0.0125,0.6875,2.4875,0.1125,0.004545375
9,1,9,0,0,63,1,Dumba,0,60,8476856,-5,10,0.15873,D,0,1,20242025,0,0,0.01754,R,57,Mathew Dumba,DAL,918.0,70,60,0.3654242677213122,1.1169912435402658,0.0,0.0,1.0454523047666737,1.0406211684497628,2.379999809447582,D,0.15873015873015872,-0.07936507936507936,0.0,0.9523809523809523,1.1111111111111112,0.9523809523809523,0.0
5,1,6,0.2,0,20,1,Di Giuseppe,0,4,8476858,-2,6,0.3,L,0,0,20242025,0,0,0.04347,L,23,Phillip Di Giuseppe,VAN,693.9,54,6,0.5567764362830021,0.9433981132056607,0.0,0.22158519806160337,0.4582575694955839,1.9,0.6000000000000001,F,0.3,-0.1,0.0,0.3,2.7,0.2,0.01
21,3,24,0,0,69,3,Roy,0,25,8478911,18,24,0.34782,D,0,0,20242025,0,0,0.03571,R,84,Matt Roy,WSH,1192.7391,114,113,0.5854785471514253,1.5098917699291599,0.0,0.0,1.2622847297343003,1.5211178856118175,1.0490991925132676,D,0.34782608695652173,0.2608695652173913,0.0,1.6376811594202898,1.6521739130434783,0.36231884057971014,0.0
